star_key,star_name,star_detected_disc,star_age,star_metallicity,star_sp_type,star_teff,star_magnetic_field,star_alternate_names,row_current,current_as_of,row_expired_date
267,K2-72,,,,,3360.47,,"2MASS J22182923-0936444, EPIC 206209135",True,2022-05-01,
268,61 Cyg,,,,,,,None,True,2022-05-01,
269,Kepler-744,,5.13,0.0,,5594.0,,"2MASS J19455907+4710583, KIC 10154388, KOI-991, WISE J194559.05+471058.1",True,2022-05-01,
270,Kepler-1083,,4.68,-0.02,,5049.0,,"2MASS J18523886+4511539, KIC 8866137, KOI-2074, WISE J185238.85+451154.0",True,2022-05-01,
271,KOI-1894,,,,,4992.0,,None,True,2022-05-01,
272,BD-06 1339,,4.4,-0.14,K7V/M0V,4324.0,,GJ 221,True,2022-05-01,
273,OGLE-2018-BLG-0383,,,,,,,KMT-2018-BLG-0900,True,2022-05-01,
274,OGLE-2018BLG-1011L,,,,,,,None,True,2022-05-01,
275,WASP-108,,4.6,0.05,F9,6000.0,,None,True,2022-05-01,
276,WASP-184,,,0.12,G0,6000.0,,None,True,2022-05-01,
277,OGLE-2017-BLG-0482,,,,,,,None,True,2022-05-01,
278,2MASS J19202999+4005541,,,0.07,,6063.0,,4918303,True,2022-05-01,
279,2MASS J19152816+3915538,,,-0.26,,6438.0,,4147444,True,2022-05-01,
280,HD 175541,,1.9,-0.07,G8IV,5060.0,,None,True,2022-05-01,
281,Kepler-414,,5.5,0.05,,5567.0,,"Kepler-414, 2MASS J19515077+4814397, KIC 10878263, KOI-341, WISE J195150.77+481439.6",True,2022-05-01,
282,HD 89307,,6.76,-0.14,G0V,5950.0,,None,True,2022-05-01,
283,HD 96700,,,,G0V,,,None,True,2022-05-01,
284,HD 63765,,4.77,-0.16,G9V,5432.0,,None,True,2022-05-01,
285,2MASS J19124269+4722000,,,-0.4,,5594.0,,10265602,True,2022-05-01,
286,KMT-2018-BLG-1988L,,,,,,,None,True,2022-05-01,
287,2MASS J19003319+4500163,,,0.04,,5713.0,,8804455,True,2022-05-01,
288,OGLE-2011-BLG-0251L,,,,,,,None,True,2022-05-01,
289,2MASS J19264243+3852296,,,-0.54,,5220.0,,3747817,True,2022-05-01,
290,TOI-852,,,0.3,,5746.0,,None,True,2022-05-01,
291,Kepler-1033,,5.01,0.06,,5547.0,,"2MASS J18552283+4436327, KIC 8543100, KOI-1975, WISE J185522.82+443632.5",True,2022-05-01,
292,2MASS J19404343+4610458,,,0.34,,4816.0,,9534832,True,2022-05-01,
293,2MASS J19440347+4225202,,,-0.22,,5582.0,,6964043,True,2022-05-01,
294,Kepler-1496,,2.95,0.05,,6182.0,,"2MASS J19355374+4521025, KIC 9027909, KOI-3428, WISE J193553.73+452102.6",True,2022-05-01,
295,2MASS J19393677+3857232,,,0.21,,5825.0,,3863877,True,2022-05-01,
296,Kepler-1695,,,-0.26,,5437.0,,"9714550, 2MASS J19342862+4624480, KIC 9714550, KOI-3048, WISE J193428.63+462448.0",True,2022-05-01,
297,2MASS J19295157+3854267,,,0.07,,5561.0,,3854101,True,2022-05-01,
298,2MASS J19120706+4548003,,,-0.1,,6054.0,,9334027,True,2022-05-01,
299,2MASS J19264684+4911162,,,-0.42,,4328.0,,11350118,True,2022-05-01,
300,CoRoT-1,,,0.06,G0V,6298.0,,None,True,2022-05-01,
301,TOI-1406,,,,,6290.0,,None,True,2022-05-01,
302,2MASS J19011531+4843309,,,-0.66,,5356.0,,11125797,True,2022-05-01,
303,GJ 687,,,,M3.5V,3413.0,,None,True,2022-05-01,
304,2MASS J19531156+4226037,,,-0.06,,5552.0,,6974658,True,2022-05-01,
305,WASP-178,,0.43,-0.06,A1IV-V,8640.0,,"KELT-26, HD 134004",True,2022-05-01,
306,2MASS J19143510+5047203,,,-0.02,,5798.0,,12154526,True,2022-05-01,
307,Kepler-1387,,4.37,0.02,,5046.0,,"2MASS J19294569+4312339, KIC 7609553, KOI-2924, WISE J192945.69+431233.6",True,2022-05-01,
308,TYC 4955-369-1,,,-0.43,,6190.0,,"2MASS J12423861-0712572, BD-06 3628",True,2022-05-01,
309,Kepler-1501,,2.75,0.04,,6229.0,,"2MASS J19194044+4200051, KIC 6599975, KOI-3438, WISE J191940.45+420005.1",True,2022-05-01,
310,HD 155193,,,,F8IV,,,None,True,2022-05-01,
311,HR 7329,,0.03,,A0V,,,None,True,2022-05-01,
312,K2-114,,9.9,0.39,,5044.0,,"2MASS J08313191+1155202, EPIC 211418729, WISE J083131.90+115520.1",True,2022-05-01,
313,WASP-90,,,0.11,F6,6430.0,,None,True,2022-05-01,
314,GJ 682,,,,M3.5V,3028.0,,None,True,2022-05-01,
315,2MASS J19200049+4839193,,,-0.12,,5620.0,,11080702,True,2022-05-01,
316,HD 2685,,1.3,0.02,,6801.0,,None,True,2022-05-01,
317,HD 47186,,,0.23,G5V,5675.0,,None,True,2022-05-01,
318,GJ 3634,,,,M2.5,,,None,True,2022-05-01,
319,Kepler-484,,1.48,-0.1,,5668.0,,"2MASS J18573463+4614566, KIC 9573539, KOI-180, WISE J185734.62+461456.8",True,2022-05-01,
320,Kepler-135,,,0.045,,6090.0,,"2MASS J19215883+3847437, KIC 3642289, KOI-301, WISE J192158.82+384743.7",True,2022-05-01,
321,2MASS J19324975+3800325,,,-0.2,,5566.0,,2860788,True,2022-05-01,
322,2MASS J19505334+4628330,,,,,,,9726452,True,2022-05-01,
323,2MASS J19172533+4004060,,,-0.66,,6499.0,,4915582,True,2022-05-01,
324,2MASS J19131691+4000018,,,-0.24,,5757.0,,4912589,True,2022-05-01,
325,Kepler-1289,,2.95,0.02,,6080.0,,"2MASS J19453331+4102260, KIC 5807769, KOI-2614, WISE J194533.30+410225.9",True,2022-05-01,
326,HD 134060,,,,G0V,,,None,True,2022-05-01,
327,TOI-674,,5.5,0.114,,3505.0,,None,True,2022-05-01,
328,Kepler-937,,3.24,0.08,,6095.0,,"2MASS J19364051+4642525, KIC 9896558, KOI-1718",True,2022-05-01,
329,2MASS J19543478+4217089,,,-0.08,,6108.0,,6805414,True,2022-05-01,
330,2MASS J19510046+4326513,,,-0.52,,5712.0,,7772914,True,2022-05-01,
331,TOI-2076,,0.204,-0.032,,5187.0,,None,True,2022-05-01,
332,HATS-47,,8.1,-0.113,,4512.0,,None,True,2022-05-01,
333,OGLE-2019-BLG-0960,,,,,,,None,True,2022-05-01,
334,gam Psc,,,,G9 III,,,None,True,2022-05-01,
336,2MASS J19024967+4752118,,,-0.52,,5984.0,,10586744,True,2022-05-01,
337,Qatar-10,,3.2,0.016,F7V,6124.0,,None,True,2022-05-01,
338,HAT-P-30,,1.0,-0.08,F,6250.0,,WASP-51,True,2022-05-01,
339,2MASS J19325927+3914120,,,-0.54,,6705.0,,4164511,True,2022-05-01,
340,Kepler-1334,,4.27,-0.03,,5614.0,,"2MASS J19171475+5119151, KIC 12456601, KOI-2745, WISE J191714.75+511915.1",True,2022-05-01,
341,Kepler-576,,4.47,0.09,,5672.0,,"2MASS J19404390+3839152, KIC 3559935, KOI-492, WISE J194043.90+383915.1",True,2022-05-01,
342,2MASS J19495811+4641402,,,-0.34,,6096.0,,9846348,True,2022-05-01,
343,2MASS J19353927+4511233,,,-0.36,,6120.0,,8891278,True,2022-05-01,
344,K2-62,,,,,4880.0,,"2MASS J22172739-1211150, EPIC 206096602, WISE J221727.45-121114.9",True,2022-05-01,
345,Kepler-352,,,-0.175,,5212.0,,"2MASS J19593516+4603071, KIC 9489524, KOI-2029, WISE J195935.18+460306.9",True,2022-05-01,
346,2MASS J18485752+4314385,,,-0.34,,6112.0,,7584650,True,2022-05-01,
347,81 Cet,,,-0.06,G5III,,,None,True,2022-05-01,
348,HAT-P-45,,2.0,0.07,,6330.0,,None,True,2022-05-01,
349,Kepler-1443,,2.63,0.0,,6289.0,,"2MASS J18534458+4704006, KIC 10057494, KOI-3234, WISE J185344.57+470400.4",True,2022-05-01,
350,Kepler-1127,,4.37,0.04,,5664.0,,"2MASS J19325217+4243145, KIC 7204981, KOI-2164, WISE J193252.16+424314.2",True,2022-05-01,
351,Kepler-748,,3.72,0.08,,5934.0,,"2MASS J19290309+3714131, KIC 1725016, KOI-1007",True,2022-05-01,
352,TRAPPIST-1,,7.6,0.04,M8,2560.0,,2MASS J23062928-0502285,True,2022-05-01,
353,2MASS J19381389+4051018,,,0.26,,6266.0,,5629353,True,2022-05-01,
354,2MASS J19041707+3810033,,,-0.42,,5627.0,,2970670,True,2022-05-01,
355,2MASS J19184968+4150367,,,-0.22,,5500.0,,6436505,True,2022-05-01,
356,2MASS J19254994+4709310,,,0.36,,4979.0,,10140122,True,2022-05-01,
357,HD 11964,,9.56,0.17,G5,5248.0,,None,True,2022-05-01,
358,2MASS J19291473+4604239,,,-0.28,,5880.0,,9466042,True,2022-05-01,
359,Kepler-888,,1.48,-0.21,,5875.0,,"2MASS J19420508+4944190, KIC 11669125, KOI-1535, WISE J194205.08+494419.1",True,2022-05-01,
360,2MASS J19371219+4914251,,,-0.08,,5550.0,,11407847,True,2022-05-01,
361,2MASS J19511783+4315301,,,0.14,,5877.0,,7630229,True,2022-05-01,
362,PSR J1311-3430,,,,,,,None,True,2022-05-01,
363,2MASS J18480798+4428408,,,-0.4,,5465.0,,8410415,True,2022-05-01,
6137,HD 60584,,,,F5V,,,None,True,2022-05-05,
364,2MASS J19404390+3839152,,,0.3,,5589.0,,3559935,True,2022-05-01,
365,Kepler-1530,,4.27,0.03,,5477.0,,"2MASS J19123900+4809545, KIC 10788461, KOI-3925, WISE J191238.99+480954.5",True,2022-05-01,
366,K2-154,,,0.21,M0.0 V,4097.0,,"2MASS  J12360036-0240100, 2MASS J12360036-0240100, EPIC 228934525, WISE J123600.36-024010.4",True,2022-05-01,
367,2MASS J19412994+4330015,,,-0.48,,5375.0,,7833305,True,2022-05-01,
368,TOI-2184,,2.3,0.14,,5966.0,,None,True,2022-05-01,
369,Kepler-283,,,-0.26,,4351.0,,"2MASS J19342729+4750204, KIC 10604335, KOI-1298, WISE J193427.29+475020.2",True,2022-05-01,
370,Kepler-1663,,,,,3793.47,,"2MASS J19213636+4849213, KIC 11187837, KOI-252, WISE J192136.36+484921.7",True,2022-05-01,
371,Kepler-184,,,-0.338,,5788.0,,"2MASS J19274845+4304289, KIC 7445445, KOI-567, WISE J192748.45+430428.8",True,2022-05-01,
372,2MASS J19324303+4158092,,,-0.18,,6122.0,,6526710,True,2022-05-01,
373,K2-28,,,0.26,M4,3214.0,,"EPIC 20631837, 2MASS J22222988-0757195, EPIC 206318379, LP 700-6, WISE J222229.68-075721.8",True,2022-05-01,
374,Kepler-7,,3.5,0.11,,5933.0,,"2MASS J19141956+4105233, KIC 5780885, KOI-97, WISE J191419.55+410523.1",True,2022-05-01,
375,2MASS J19034157+4232594,,,-0.54,,6603.0,,7017274,True,2022-05-01,
376,HD 100777,,2.0,0.27,K0,5582.0,,None,True,2022-05-01,
377,Kepler-1515,,1.82,0.07,,6511.0,,"2MASS J19235374+4810413, KIC 10795103, KOI-3683, WISE J192353.73+481041.5",True,2022-05-01,
378,BD-08 2823,,4.5,-0.07,K3V,4746.0,,None,True,2022-05-01,
379,Kepler-304,,,0.523,,4731.0,,"2MASS J19374602+4033273, KIC 5371776, KOI-1557, WISE J193746.01+403327.4",True,2022-05-01,
380,Kepler-1219,,4.37,0.05,,5944.0,,"2MASS J19485179+4722426, KIC 10289119, KOI-2390, WISE J194851.79+472242.6",True,2022-05-01,
381,Kepler-408,,6.68,-0.2,,6104.0,,"KOI-1612, 2MASS J18590868+4825236, KIC 10963065, WISE J185908.69+482523.7",True,2022-05-01,
382,Kepler-316,,,-0.48,,4204.0,,"2MASS J19231824+4411027, KIC 8230616, KOI-1713, WISE J192318.21+441102.2",True,2022-05-01,
383,2MASS J19401966+5020405,,,0.07,,6014.0,,11970050,True,2022-05-01,
384,2MASS J19141781+4254478,,,-0.5,,4949.0,,7352727,True,2022-05-01,
385,2MASS J19465914+4302435,,,-0.2,,5984.0,,7463685,True,2022-05-01,
386,2MASS J19471282+4644281,,,-0.14,,6327.0,,9904006,True,2022-05-01,
387,Kepler-881,,3.8,0.0,,5961.0,,"2MASS J19155822+4640147, KIC 9824805, KOI-1526, WISE J191558.21+464014.5",True,2022-05-01,
388,2MASS J19442940+4133400,,,-0.04,,5851.0,,6220312,True,2022-05-01,
389,Kepler-684,,4.37,-0.11,,5493.0,,"2MASS J19232892+3816250, KIC 3114167, KOI-795, WISE J192328.90+381624.9",True,2022-05-01,
390,Kepler-1411,,4.17,-0.04,,5664.0,,"2MASS J19052677+4257501, KIC 7347246, KOI-3014, WISE J190526.77+425750.0",True,2022-05-01,
391,2MASS J19491305+4811429,,,0.16,,4137.0,,10812541,True,2022-05-01,
392,KMT-2016-BLG-0212,,,,,,,None,True,2022-05-01,
393,CoRoT-23,,7.2,0.05,G0V,5900.0,,None,True,2022-05-01,
394,Kepler-1309,,4.27,-0.03,,5235.0,,"2MASS J19545645+4045509, KIC 5562090, KOI-2664, WISE J195456.44+404551.1",True,2022-05-01,
395,Kepler-1308,,3.72,-0.13,,3468.0,,"2MASS J19034293+3831155, KIC 3426367, KOI-2662, WISE J190342.91+383114.8",True,2022-05-01,
396,2MASS J19294591+4918590,,,0.07,,7338.0,,11456279,True,2022-05-01,
397,2MASS J19032862+4243411,,,-0.14,,5274.0,,7183745,True,2022-05-01,
398,TOI-1444,,,0.13,,5430.0,,None,True,2022-05-01,
399,2MASS J19012539+4813173,,,-0.3,,5472.0,,10848097,True,2022-05-01,
400,HD 37605,,7.0,0.34,K0V,5448.0,,None,True,2022-05-01,
401,2MASS J19440605+4314054,,,-0.34,,6594.0,,7622486,True,2022-05-01,
402,HAT-P-35,,3.5,0.11,,6096.0,,None,True,2022-05-01,
403,2MASS J19113315+3904433,,,-0.52,,5697.0,,3942446,True,2022-05-01,
404,Kepler-494,,4.79,0.02,,6007.0,,"2MASS J19485138+4139505, KIC 6305192, KOI-219, WISE J194851.37+413950.4",True,2022-05-01,
405,HATS-29,,5.5,0.16,G,5670.0,,"2MASS 19002314-5453354, GSC 8763-00475",True,2022-05-01,
406,K2-282,,,,,,,"2MASS J00534368+0759432, EPIC 220554210, WISE J005343.70+075943.0",True,2022-05-01,
407,K2-170,,,-0.11,,5748.0,,"2MASS J22214817-1435359, EPIC 206008091, WISE J222148.17-143536.0",True,2022-05-01,
408,KMT-2018-BLG-1976L,,,,,,,None,True,2022-05-01,
409,2MASS J19311821+4405542,,,-0.16,,7037.0,,8168509,True,2022-05-01,
410,2MASS J19360551+4659583,,,-0.14,,6072.0,,10016874,True,2022-05-01,
411,TOI-954,,6.14,0.215,,5710.0,,None,True,2022-05-01,
412,2MASS J19015641+4803155,,,-0.1,,3797.0,,10717241,True,2022-05-01,
413,NLTT 41135,,,0.0,M5.1,3230.0,,None,True,2022-05-01,
414,Kepler-670,,4.79,0.07,,5709.0,,"2MASS J19480371+4913310, KIC 11414511, KOI-767, WISE J194803.71+491331.0",True,2022-05-01,
415,2MASS J19074182+4349459,,,0.56,,4849.0,,8016650,True,2022-05-01,
416,2MASS J19320627+4004229,,,-0.08,,6197.0,,4928119,True,2022-05-01,
417,2MASS J19320374+4510002,,,0.02,,4999.0,,8888745,True,2022-05-01,
418,Kepler-811,,7.94,0.05,,5747.0,,"2MASS J19014182+4750046, KIC 10586208, KOI-1308, WISE J190141.80+475004.4",True,2022-05-01,
419,Kepler-74,,0.8,0.42,F8 V,6000.0,,"2MASS J19322220+4121198, KIC 6046540, KOI-200, WISE J193222.20+412119.7",True,2022-05-01,
420,Kepler-549,,4.57,-0.03,,5360.0,,"2MASS J18520546+4715400, KIC 10189546, KOI-427",True,2022-05-01,
421,KELT-21,,1.6,-0.405,A8V,7598.0,,None,True,2022-05-01,
422,2MASS J18572225+4618595,,,0.48,,5029.0,,9634821,True,2022-05-01,
423,Kepler-1136,,3.24,0.03,,4512.0,,"2MASS J18562587+4414449, KIC 8282651, KOI-2193, WISE J185625.84+441445.3",True,2022-05-01,
424,SDSS J1411+2009,,,,WD,13000.0,,SDSS 1411+2009 b,True,2022-05-01,
425,2MASS J18504491+4749011,,,0.07,,5458.0,,10581308,True,2022-05-01,
426,Kepler-1198,,4.68,0.03,,5517.0,,"2MASS J19152016+4450176, KIC 8681734, KOI-2340, WISE J191520.15+445017.5",True,2022-05-01,
427,Kepler-1701,,,-0.14,,5116.26,,"6428794, 2MASS J19062613+4153216, KIC 6428794, KOI-4054, WISE J190626.12+415321.5",True,2022-05-01,
429,Kepler-1021,,4.68,-0.05,,5431.0,,"2MASS J19404917+4233348, KIC 7045496, KOI-1939",True,2022-05-01,
498,HD 111232,,5.2,-0.36,G8V,5494.0,,None,True,2022-05-01,
430,Kepler-1265,,5.25,-0.1,,4630.0,,"2MASS J18582058+4704463, KIC 10059645, KOI-2520, WISE J185820.58+470446.4",True,2022-05-01,
431,2MASS J19521793+4056563,,,0.0,,5009.0,,5730445,True,2022-05-01,
432,WASP-82,,,0.12,F5,6500.0,,None,True,2022-05-01,
433,Kepler-202,,,0.012,,4668.0,,"2MASS J18515362+4119192, KIC 6020753, KOI-657, WISE J185153.62+411918.7",True,2022-05-01,
434,Kepler-1542,,8.51,0.06,,5564.0,,"2MASS J19025483+4239163, KIC 7100673, KOI-4032, WISE J190254.83+423916.1",True,2022-05-01,
435,2MASS J18441202+4711173,,,-0.25,,3939.0,,10118816,True,2022-05-01,
436,HATS-21,,2.3,0.3,G4V,5695.0,,None,True,2022-05-01,
437,2MASS J19570793+4557519,,,-0.26,,6706.0,,9426071,True,2022-05-01,
438,HD 5583,,7.4,-0.5,K0,4830.0,,None,True,2022-05-01,
439,LHS 1140,,5.0,-0.24,M4.5,3131.0,,None,True,2022-05-01,
440,HAT-P-48,,4.7,0.02,,5946.0,,None,True,2022-05-01,
441,2MASS J19381617+5004110,,,,,,,11819396,True,2022-05-01,
442,2MASS J19551886+4429209,,,-0.38,,4900.0,,8453324,True,2022-05-01,
443,Kepler-1572,,4.79,0.08,,5618.0,,"2MASS J18473534+4643214, KIC 9872831, KOI-4230, WISE J184735.35+464321.6",True,2022-05-01,
444,2MASS J19382324+3822125,,,-0.32,,6319.0,,3248019,True,2022-05-01,
445,OGLE-2018-BLG-0506,,,,,,,None,True,2022-05-01,
446,HATS-68,,3.14,0.163,,6122.0,,None,True,2022-05-01,
447,Kepler-678,,4.47,0.07,,5520.0,,"2MASS J19414927+5029404, KIC 12020329, KOI-783, WISE J194149.26+502940.3",True,2022-05-01,
448,2MASS J19214437+4046380,,,-0.52,,5790.0,,5529385,True,2022-05-01,
449,2MASS J19074689+4353569,,,-0.06,,6067.0,,8016692,True,2022-05-01,
450,2MASS J19172745+4131596,,,-0.02,,5934.0,,6197215,True,2022-05-01,
451,HD 148164,,2.41,0.24,F8,6032.0,,None,True,2022-05-01,
452,Kepler-346,,,-0.031,,6033.0,,"2MASS J19120285+4607033, KIC 9518318, KOI-1978, WISE J191202.86+460703.3",True,2022-05-01,
453,2MASS J19102453+4204326,,,-0.14,,5614.0,,6593150,True,2022-05-01,
454,K2-31 ,,,0.08,G7V,5280.0,,"EPIC 204129699, TYC 6794-471-1, 2MASS 16214578-2332520",True,2022-05-01,
455,2MASS J19333677+4529377,,,-0.16,,6258.0,,9093086,True,2022-05-01,
456,Kepler-11,,8.5,0.0,G,5663.0,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",True,2022-05-01,
457,2MASS J19521638+4752041,,,-0.04,,5210.0,,10618044,True,2022-05-01,
458,HAT-P-10 A,,11.2,0.13,K3V,4980.0,,"WASP-11, HAT-P-10, WASP-11 A",True,2022-05-01,
459,Kepler-743,,1.86,0.01,,5486.0,,"2MASS J19421779+4248231, KIC 7295235, KOI-987, Kepler-743 A, WISE J194217.79+424823.0",True,2022-05-01,
460,Kepler-1299,,4.37,-0.01,,5609.0,,"2MASS J19043603+3724409, KIC 1995519, KOI-2634",True,2022-05-01,
461,Kepler-10,,10.6,-0.15,G,5708.0,,"2MASS J19024305+5014286, KIC 11904151, KOI-72, WISE J190243.03+501429.1",True,2022-05-01,
462,Kepler-574,,4.17,-0.01,,5612.0,,"2MASS J19205929+5208568, KIC 12834874, KOI-487, WISE J192059.28+520856.8",True,2022-05-01,
463,2MASS J19273909+4057140,,,-0.06,,5189.0,,5705819,True,2022-05-01,
464,SDSS J1228+1040,,,,DAZe,,No,None,True,2022-05-01,
465,Kepler-729,,4.27,-0.05,,5633.0,,"2MASS J19052642+4524514, KIC 9077124, KOI-926",True,2022-05-01,
466,Kepler-301,,,-0.178,,5815.0,,"2MASS J18555591+4913587, KIC 11389771, KOI-1436, WISE J185555.89+491358.6",True,2022-05-01,
467,Kepler-1120,,4.68,-0.04,,4904.0,,"2MASS J19233947+4217116, KIC 6774537, KOI-2146, WISE J192339.46+421711.6",True,2022-05-01,
468,Kepler-1193,,5.01,0.12,,5908.0,,"2MASS J19123474+5116322, KIC 12401863, KOI-2331, WISE J191234.72+511632.3",True,2022-05-01,
469,Kepler-692,,4.68,-0.01,,5440.0,,"2MASS J19390644+4009134, KIC 5021899, KOI-821",True,2022-05-01,
470,2MASS J19242386+4432445,,,-0.22,,6567.0,,8493354,True,2022-05-01,
471,Kepler-1545,,4.47,-0.06,,5201.0,,"2MASS J19553570+4727471, KIC 10360722, KOI-4051, WISE J195535.72+472747.0",True,2022-05-01,
472,HIP 11952,,12.8,-1.9,F2V,6040.0,,None,True,2022-05-01,
473,Kepler-1647 (AB),,,,,6210.0,,None,True,2022-05-01,
474,Ross 19,,7.2,-0.4,M3.5V,3481.0,,None,True,2022-05-01,
475,Kepler-1393,,3.47,-0.09,,5697.0,,"2MASS J18575026+4008332, KIC 4991208, KOI-2951, WISE J185750.26+400833.0",True,2022-05-01,
476,Kepler-525,,10.47,0.11,,5573.0,,"2MASS J19444402+4721315, KIC 10285631, KOI-331, WISE J194444.02+472131.6",True,2022-05-01,
478,K2-249,,,0.04,,6504.0,,"2MASS J12132801-0859425, EPIC 228748383, TYC 5519-433-1, WISE J121328.01-085942.7",True,2022-05-01,
479,2MASS J18562587+4414449,,,-0.22,,4478.0,,8282651,True,2022-05-01,
480,HR 3549,IR Excess,0.125,,A0V,10207.0,,HD 76346,True,2022-05-01,
481,2MASS J19412674+4554534,,,-0.26,,5505.0,,9413156,True,2022-05-01,
482,Qatar-1,,,0.171,K,5013.0,,None,True,2022-05-01,
483,WASP-83,,5.0,0.29,G8,5480.0,,None,True,2022-05-01,
484,HD 191806,,2.9,0.3,,6010.0,,None,True,2022-05-01,
485,2MASS J18404620+4318089,,,-0.16,,5696.0,,7658229,True,2022-05-01,
486,Kepler-847,,3.89,0.15,,4940.0,,"2MASS J18540115+4927036, KIC 11493431, KOI-1434, WISE J185401.12+492703.5",True,2022-05-01,
487,Kepler-406,,5.84,0.18,,5538.0,,"KIC 8753657, KOI-321, 2MASS J19272353+4458056, WISE J192723.55+445805.7",True,2022-05-01,
488,2MASS J18521493+4237443,,,0.04,,4807.0,,7094944,True,2022-05-01,
490,Kepler-1279,,2.82,0.06,,6221.0,,"2MASS J19122295+4021574, KIC 5175024, KOI-2563, WISE J191222.94+402157.3",True,2022-05-01,
491,Kepler-570,,5.01,0.06,,5496.0,,"2MASS J19214502+4847307, KIC 11134879, KOI-480, WISE J192145.02+484730.7",True,2022-05-01,
492,KMT-2021-BLG-1931,,,,,,,None,True,2022-05-01,
493,K2-245,,,-0.45,,5793.0,,"2MASS J12204359-0135271, EPIC 201357643, WISE J122043.58-013527.2",True,2022-05-01,
494,2MASS J19020070+4254424,,,-0.38,,5533.0,,7345335,True,2022-05-01,
495,Kepler-542,,4.57,0.02,,5526.0,,"2MASS J19285162+3832549, KIC 3446746, KOI-385, WISE J192851.60+383254.8",True,2022-05-01,
496,Kepler-1495,,4.17,0.06,,5831.0,,"2MASS J19043138+3846466, KIC 3629330, KOI-3418",True,2022-05-01,
497,2MASS J19162363+4501231,,,-0.54,,6099.0,,8812045,True,2022-05-01,
489,HAT-P-18,,12.4,0.1,K,4870.0,,None,False,2022-05-01,2022-07-07
499,2MASS J19384657+4552006,,,0.1,,6057.0,,9349757,True,2022-05-01,
500,2MASS J19150187+3921020,,,-0.12,,5940.0,,4252322,True,2022-05-01,
501,2MASS J19234063+3717138,,,-0.1,,6187.0,,1718958,True,2022-05-01,
503,CoRoT-32,,,0.0,G0VI,5970.0,,CoRoT-223977153,True,2022-05-01,
504,2MASS J19451728+3951217,,,-0.58,,6510.0,,4764969,True,2022-05-01,
505,2MASS J19270339+4151364,,,-0.12,,5919.0,,6442735,True,2022-05-01,
506,2MASS J19045474+5000488,,,-0.22,,6031.0,,11804437,True,2022-05-01,
507,Kepler-1303,,4.47,0.04,,5771.0,,"2MASS J18570891+4221202, KIC 6842682, KOI-2649, WISE J185708.91+422120.1",True,2022-05-01,
508,2MASS J19514707+4506005,,,0.04,,6170.0,,8904714,True,2022-05-01,
509,HD 120084,,,0.09,G7 III,4892.0,,None,True,2022-05-01,
510,WASP-42,,,,,,,None,True,2022-05-01,
511,2MASS J18585950+4622250,,,-0.2,,4930.0,,9635606,True,2022-05-01,
512,MOA-2009-BLG-387L,,,,M,,,None,True,2022-05-01,
513,2MASS J19254354+3839158,,,-0.04,,5982.0,,3544640,True,2022-05-01,
514,Kepler-36,,6.923,-0.18,,5979.0,,"2MASS J19250004+4913545, KIC 11401755, KOI-277, WISE J192500.03+491354.5",True,2022-05-01,
515,Kepler-726,,4.47,-0.09,,5452.0,,"2MASS J19265215+4453143, KIC 8689031, KOI-920, WISE J192652.13+445314.3",True,2022-05-01,
516,L2 Pup,,,0.008,M5,3500.0,,None,True,2022-05-01,
517,2MASS J19233960+4059186,,,-0.14,,5830.0,,5702770,True,2022-05-01,
518,2MASS J19295132+4117566,,,-0.54,,5013.0,,5962262,True,2022-05-01,
519,2MASS J19550200+4109355,,,0.02,,5472.0,,5903749,True,2022-05-01,
520,Kepler-183,,,0.026,,5888.0,,"2MASS J19340740+3918572, KIC 4270253, KOI-551, WISE J193407.39+391857.4",True,2022-05-01,
521,HIP 57274,,7.87,0.09,K5V,4640.0,,None,True,2022-05-01,
522,2MASS J19271787+3900222,,,0.28,,4999.0,,3955444,True,2022-05-01,
523,Kepler-1636,,3.98,0.03,,5797.0,,"2MASS J19361383+4626277, KIC 9715631, KOI-5706",True,2022-05-01,
524,HD 5608,,,0.06,K0IV,4877.0,,None,True,2022-05-01,
525,2MASS J19211385+4500410,,,-0.22,,4236.0,,8814872,True,2022-05-01,
526,2MASS J19484662+4819224,,,-0.06,,6224.0,,10933306,True,2022-05-01,
527,2MASS J19451870+4650226,,,-0.06,,5297.0,,9962595,True,2022-05-01,
528,2MASS J19305703+4200533,,,-0.1,,3854.0,,6609270,True,2022-05-01,
529,HD 150706,IR Excess,1.17,-0.13,G0,5741.0,,None,True,2022-05-01,
530,HD 126105,,8.82,,K1III,,,None,True,2022-05-01,
531,Kepler-4,,4.5,0.17,G0,5857.0,,"2MASS J19022767+5008087, KIC 11853905, KOI-7, WISE J190227.69+500808.7",True,2022-05-01,
532,Kepler-594,,4.27,-0.03,,5485.0,,"2MASS J19154118+4945433, KIC 11656721, KOI-541, WISE J191541.18+494543.2",True,2022-05-01,
533,Kepler-158,,,-0.232,,4623.0,,"2MASS J18560773+3946527, KIC 4633570, KOI-446, WISE J185607.76+394653.3",True,2022-05-01,
534,Kepler-1428,,2.04,0.35,,6184.0,,"2MASS J19503414+4935419, KIC 11572193, KOI-3109, WISE J195034.14+493541.9",True,2022-05-01,
535,Kepler-1472,,3.09,0.03,,6159.0,,"2MASS J19392463+4903268, KIC 11303322, KOI-3345, WISE J193924.64+490326.8",True,2022-05-01,
