id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
4614,Moero Arthur: Hakuba no Ouji,Finished Airing,PG-13 - Teens 13 or older,6.12,1,2022-03-11,False,1980-04-06,1980-09-21
4615,Yama Nezumi Rocky Chuck,Finished Airing,G - All Ages,6.04,3,2022-03-11,False,1973-01-07,1973-12-30
4616,Yumemiru Topo Gigio,Finished Airing,PG - Children,6.04,0,2022-03-11,False,1988-10-07,1988-12-30
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,Finished Airing,PG-13 - Teens 13 or older,6.2,3,2022-03-11,False,1994-06-22,
4618,RideBack,Finished Airing,PG-13 - Teens 13 or older,7.28,120,2022-03-11,False,2009-01-12,2009-03-30
4621,Arisubyeon-ui Kkumnamu,Finished Airing,G - All Ages,,0,2022-03-11,False,1987-01-01,
4639,Gosenzo-sama Banbanzai!,Finished Airing,R - 17+ (violence & profanity),7.26,83,2022-03-11,False,1989-08-05,1990-01-25
4640,Maroko,Finished Airing,None,6.27,2,2022-03-11,False,1990-03-19,
4646,Cobra The Animation: The Psycho-Gun,Finished Airing,PG-13 - Teens 13 or older,6.87,9,2022-03-11,False,2008-08-29,2009-02-27
4650,Seihou Bukyou Outlaw Star Pilot,Finished Airing,R+ - Mild Nudity,6.93,16,2022-03-11,False,2006-09-22,
4651,Yume no Crayon Oukoku,Finished Airing,G - All Ages,7.19,19,2022-03-11,False,1997-09-07,1999-01-31
4654,Toaru Majutsu no Index,Finished Airing,R - 17+ (violence & profanity),7.38,5177,2022-03-11,False,2008-10-05,2009-03-19
4657,Arad Senki: Slap Up Party,Finished Airing,PG-13 - Teens 13 or older,6.72,33,2022-03-11,False,2009-04-04,2009-09-26
4660,Yoshino no Hime,Finished Airing,G - All Ages,5.71,1,2022-03-11,False,2005-01-01,
4662,Neo Angelique Abyss: Second Age,Finished Airing,PG-13 - Teens 13 or older,7.0,39,2022-03-11,False,2008-07-07,2008-09-29
4663,Tekken Chinmi,Finished Airing,PG-13 - Teens 13 or older,7.24,8,2022-03-11,False,1988-07-02,1988-12-24
4664,Rurouni Kenshin: Special Techniques,Finished Airing,PG-13 - Teens 13 or older,7.23,7,2022-03-11,False,1997-10-21,
4667,B-Legend! Battle B-Daman Fire Spirits!,Finished Airing,PG - Children,6.37,8,2022-03-11,False,2005-01-10,2005-12-26
4672,Koukaku Kidoutai 2.0,Finished Airing,R+ - Mild Nudity,7.99,232,2022-03-11,False,2008-07-12,
4680,Bocchan,Finished Airing,PG-13 - Teens 13 or older,6.09,1,2022-03-11,False,1980-06-13,
4681,Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,Finished Airing,G - All Ages,6.08,2,2022-03-11,False,1997-04-12,
4682,Ultra Nyan 2: The Great Happy Operation,Finished Airing,G - All Ages,5.98,0,2022-03-11,False,1998-03-14,
4684,Scarecrowman,Finished Airing,G - All Ages,,0,2022-03-11,False,2008-07-03,2008-12-25
4685,Takane no Jitensha,Finished Airing,G - All Ages,6.01,0,2022-03-11,False,2008-07-06,
4688,Minna Agechau♡,Finished Airing,R+ - Mild Nudity,5.83,8,2022-03-11,False,1987-03-27,
4689,Kaze no Toori Michi,Finished Airing,G - All Ages,5.98,2,2022-03-11,False,2004-12-08,
4690,Cyborg 009 (1979),Finished Airing,PG-13 - Teens 13 or older,7.15,22,2022-03-11,False,1979-03-06,1980-03-25
4693,Dochinpira,Finished Airing,R+ - Mild Nudity,5.18,1,2022-03-11,False,1993-08-27,
4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,Finished Airing,G - All Ages,7.23,6,2022-03-11,False,2008-11-08,
4705,Tengen Toppa Gurren Lagann: Parallel Works,Finished Airing,PG-13 - Teens 13 or older,7.1,20,2022-03-11,False,2008-06-15,2008-09-14
4709,Aesop's World,Finished Airing,G - All Ages,5.74,1,2022-03-11,False,1999-04-05,1999-12-31
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,Finished Airing,PG - Children,6.56,3,2022-03-11,False,2007-08-24,
4713,Heart no Kuni no Alice: Wonderful Wonder World,Finished Airing,PG-13 - Teens 13 or older,6.05,104,2022-03-11,False,2011-07-30,
4715,Shigofumi: Sore kara,Finished Airing,PG-13 - Teens 13 or older,7.34,3,2022-03-11,False,2008-09-26,
4718,AIKa: Special Trial,Finished Airing,R+ - Mild Nudity,5.64,5,2022-03-11,False,1998-05-25,
4719,Queen's Blade: Rurou no Senshi,Finished Airing,R+ - Mild Nudity,6.15,156,2022-03-11,False,2009-04-02,2009-06-18
4720,White Album,Finished Airing,PG-13 - Teens 13 or older,6.51,180,2022-03-11,False,2009-01-04,2009-03-29
4722,Skip Beat!,Finished Airing,PG-13 - Teens 13 or older,8.09,4853,2022-03-11,False,2008-10-06,2009-03-30
4723,Seishun Anime Zenshuu,Finished Airing,R+ - Mild Nudity,6.45,1,2022-03-11,False,1986-04-25,1986-12-26
4725,Ga-Rei: Zero,Finished Airing,R - 17+ (violence & profanity),7.6,2809,2022-03-11,False,2008-10-06,2008-12-22
4726,Druaga no Tou: The Sword of Uruk,Finished Airing,PG-13 - Teens 13 or older,7.21,78,2022-03-11,False,2009-01-09,2009-03-27
4733,Blue Remains,Finished Airing,PG-13 - Teens 13 or older,4.79,1,2022-03-11,False,2001-08-22,
4737,Himitsukessha Taka no Tsume,Finished Airing,PG-13 - Teens 13 or older,6.12,1,2022-03-11,False,2006-04-06,2006-06-15
4742,Papa to Odorou,Finished Airing,PG-13 - Teens 13 or older,6.62,4,2022-03-11,False,1999-07-05,1999-07-24
4744,Akaneiro ni Somaru Saka,Finished Airing,R+ - Mild Nudity,6.42,229,2022-03-11,False,2008-10-03,2008-12-19
4752,Vampire Knight: Guilty,Finished Airing,PG-13 - Teens 13 or older,7.14,2510,2022-03-11,False,2008-10-07,2008-12-30
4756,Hello Harinezumi: Satsui no Ryoubun,Finished Airing,R+ - Mild Nudity,6.43,4,2022-03-11,False,1992-09-01,
4760,Kanokon Specials,Finished Airing,R+ - Mild Nudity,6.42,21,2022-03-11,False,2008-06-25,2008-11-21
4761,Tokyo Loop,Finished Airing,R+ - Mild Nudity,5.13,1,2022-03-11,False,2006-12-23,
4765,Gunslinger Girl: Il Teatrino OVA,Finished Airing,PG-13 - Teens 13 or older,6.99,10,2022-03-11,False,2008-10-24,
4772,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Finished Airing,G - All Ages,7.99,25,2022-03-11,False,2008-06-25,
4773,Yamato Takeru,Finished Airing,PG-13 - Teens 13 or older,6.65,10,2022-03-11,False,1994-04-09,1994-12-24
4782,Mama wa Poyopoyo Saurus ga Osuki,Finished Airing,G - All Ages,6.51,2,2022-03-11,False,1995-09-02,1996-08-31
4786,Kodomo no Jikan Recap,Finished Airing,R - 17+ (violence & profanity),6.88,7,2022-03-11,False,2008-07-11,
4789,ef: A Tale of Melodies.,Finished Airing,PG-13 - Teens 13 or older,8.02,1647,2022-03-11,False,2008-10-07,2008-12-23
4790,Zeno: Kagirinaki Ai ni,Finished Airing,G - All Ages,6.4,3,2022-03-11,False,1999-05-15,
4792,Pokemon: Pikachu Tankentai,Finished Airing,PG - Children,6.53,7,2022-03-11,False,1999-07-17,
4793,Pokemon: Pichu to Pikachu,Finished Airing,PG - Children,6.69,13,2022-03-11,False,2000-07-08,
4794,Pokemon: Pikachu no Dokidoki Kakurenbo,Finished Airing,PG - Children,6.48,2,2022-03-11,False,2001-07-07,
4795,Pokemon: Pika Pika Hoshizora Camp,Finished Airing,PG - Children,6.5,7,2022-03-11,False,2002-07-13,
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,Finished Airing,PG-13 - Teens 13 or older,7.1,9,2022-03-11,False,2008-04-04,
4800,Huckleberry Finn Monogatari,Finished Airing,None,6.46,2,2022-03-11,False,1994-08-26,1995-03-03
4801,Suhoyojeong Michel,Finished Airing,PG - Children,6.29,1,2022-03-11,False,2003-06-06,2003-12-11
4804,To Heart 2 AD Plus,Finished Airing,PG-13 - Teens 13 or older,6.72,8,2022-03-11,False,2009-04-24,2009-10-07
4807,Mashin Eiyuuden Wataru 2,Finished Airing,G - All Ages,6.79,3,2022-03-11,False,1990-03-09,1991-03-08
4808,Hurricane Polymar,Finished Airing,PG-13 - Teens 13 or older,6.49,7,2022-03-11,False,1974-10-04,1975-03-08
4810,Shinzou Ningen Casshern,Finished Airing,PG-13 - Teens 13 or older,6.71,15,2022-03-11,False,1973-10-02,1974-06-25
4811,Ichigo Mashimaro Encore,Finished Airing,PG-13 - Teens 13 or older,7.69,16,2022-03-11,False,2009-01-23,2009-03-25
4814,Junjou Romantica 2,Finished Airing,PG-13 - Teens 13 or older,7.76,954,2022-03-11,False,2008-10-12,2008-12-28
4823,Youkai Ningen Bem (2006),Finished Airing,PG-13 - Teens 13 or older,5.84,5,2022-03-11,False,2006-01-04,2006-07-10
4827,_Summer Specials,Finished Airing,PG-13 - Teens 13 or older,5.34,1,2022-03-11,False,2006-10-27,2007-01-26
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Finished Airing,PG-13 - Teens 13 or older,7.5,447,2022-03-11,False,2008-12-13,
4851,Lupin III: Seven Days Rhapsody,Finished Airing,PG-13 - Teens 13 or older,6.97,1,2022-03-11,False,2006-09-08,
4853,Tezuka Osamu no Don Dracula,Finished Airing,R+ - Mild Nudity,6.04,1,2022-03-11,False,1982-04-05,1982-04-26
4854,Fuuma no Kojirou: Yasha-hen,Finished Airing,R - 17+ (violence & profanity),6.27,2,2022-03-11,False,1989-06-01,1989-08-02
4855,Fuuma no Kojirou: Seiken Sensou-hen,Finished Airing,R - 17+ (violence & profanity),6.3,17,2022-03-11,False,1990-09-21,1990-12-01
4856,Fuuma no Kojirou: Fuuma Hanran-hen,Finished Airing,R - 17+ (violence & profanity),6.35,5,2022-03-11,False,1991-11-21,
4872,Goku Sayonara Zetsubou Sensei,Finished Airing,R - 17+ (violence & profanity),7.83,81,2022-03-11,False,2008-10-17,2009-02-17
4874,Pokemon: Pikachu no Fuyuyasumi,Finished Airing,PG - Children,6.5,7,2022-03-11,False,1998-12-22,
4876,Hashire Melos (Movie),Finished Airing,PG-13 - Teens 13 or older,6.87,7,2022-03-11,False,1992-06-25,
4879,Mouryou no Hako,Finished Airing,R - 17+ (violence & profanity),7.17,231,2022-03-11,False,2008-10-08,2008-12-31
4884,Tales of the Abyss,Finished Airing,PG-13 - Teens 13 or older,7.29,521,2022-03-11,False,2008-10-03,2009-03-28
4886,InuYasha: Kuroi Tessaiga,Finished Airing,PG-13 - Teens 13 or older,7.75,69,2022-03-11,False,2008-07-30,
4890,Peut-etre Toi,Finished Airing,PG-13 - Teens 13 or older,6.32,5,2022-03-11,False,2006-07-15,
4896,Umineko no Naku Koro ni,Finished Airing,R - 17+ (violence & profanity),7.08,1845,2022-03-11,False,2009-07-02,2009-12-24
4898,Kuroshitsuji,Finished Airing,R - 17+ (violence & profanity),7.69,20973,2022-03-11,False,2008-10-03,2009-03-27
4901,Black Lagoon: Roberta's Blood Trail,Finished Airing,R+ - Mild Nudity,8.03,1048,2022-03-11,False,2010-06-27,2011-06-22
4903,Kyou no 5 no 2 (TV),Finished Airing,PG-13 - Teens 13 or older,7.21,45,2022-03-11,False,2008-10-06,2008-12-29
4905,Mach Girl,Finished Airing,G - All Ages,,0,2022-03-11,False,2008-09-13,2009-09-14
4907,Daikyouryuu Jidai,Finished Airing,PG - Children,5.81,1,2022-03-11,False,1979-07-10,
4908,Bihada Ichizoku,Finished Airing,PG-13 - Teens 13 or older,5.76,3,2022-03-11,False,2008-10-07,2008-12-23
4910,Pokemon: Pikachu no Wanpaku Island,Finished Airing,PG - Children,6.4,5,2022-03-11,False,2006-08-01,
4917,Ginga Tansa 2100-nen: Border Planet,Finished Airing,R+ - Mild Nudity,5.95,0,2022-03-11,False,1986-08-24,
4918,xxxHOLiC: Shunmuki,Finished Airing,PG-13 - Teens 13 or older,8.06,98,2022-03-11,False,2009-02-17,2009-06-23
4921,Ramayana: The Legend of Prince Rama,Finished Airing,G - All Ages,8.16,88,2022-03-11,False,1992-03-10,
4923,Akai Hayate,Finished Airing,R+ - Mild Nudity,5.36,0,2022-03-11,False,1991-05-21,1991-11-21
4926,Marco: Haha wo Tazunete Sanzenri,Finished Airing,G - All Ages,7.08,0,2022-03-11,False,1999-04-02,
4927,Tomoe ga Yuku!,Finished Airing,R - 17+ (violence & profanity),5.3,1,2022-03-11,False,1991-10-21,1992-01-21
4928,Idol Tenshi Youkoso Youko,Finished Airing,G - All Ages,6.3,1,2022-03-11,False,1990-04-02,1991-02-04
4929,Next Senki Ehrgeiz,Finished Airing,PG-13 - Teens 13 or older,5.41,1,2022-03-11,False,1997-10-02,1997-12-25
4933,Muu no Hakugei,Finished Airing,PG-13 - Teens 13 or older,6.24,1,2022-03-11,False,1980-04-04,1980-09-26
4934,A.F,Finished Airing,R - 17+ (violence & profanity),4.34,0,2022-03-11,False,2002-09-06,
4935,Ikkyuu-san,Finished Airing,G - All Ages,6.75,3,2022-03-11,False,1975-10-15,1982-06-28
4936,Ninja Hattori-kun,Finished Airing,G - All Ages,6.85,28,2022-03-11,False,1981-09-28,1987-12-25
4938,Tsubasa: Shunraiki,Finished Airing,R - 17+ (violence & profanity),8.11,249,2022-03-11,False,2009-03-17,2009-05-15
4939,Macross Fufonfia,Finished Airing,G - All Ages,5.56,1,2022-03-11,False,2008-05-27,2008-10-08
4940,Sabaku no Kaizoku! Captain Kuppa,Finished Airing,G - All Ages,,2,2022-03-11,False,2001-08-13,2002-02-11
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Finished Airing,PG - Children,6.21,0,2022-03-11,False,2000-12-05,
4943,Yousei Florence,Finished Airing,G - All Ages,6.42,3,2022-03-11,False,1985-10-26,
4948,Shounen Sarutobi Sasuke,Finished Airing,PG - Children,5.95,5,2022-03-11,False,1959-12-25,
4961,Mushrambo (2008),Finished Airing,PG - Children,6.4,3,2022-03-11,False,2008-09-21,
4962,Rokumon Tengai Mon Colle Knights,Finished Airing,G - All Ages,6.46,14,2022-03-11,False,2000-01-10,2000-12-25
4966,Jigazou,Finished Airing,G - All Ages,4.72,5,2022-03-11,False,1988-06-01,
4967,Choujin Locke: Mirror Ring,Finished Airing,PG-13 - Teens 13 or older,5.51,0,2022-03-11,False,2000-12-22,
4970,Afro Samurai: Resurrection,Finished Airing,R+ - Mild Nudity,7.34,162,2022-03-11,False,2009-01-25,
4975,ChäoS;HEAd,Finished Airing,R - 17+ (violence & profanity),6.33,698,2022-03-11,False,2008-10-09,2008-12-25
4981,Casshern Sins,Finished Airing,R - 17+ (violence & profanity),7.52,1573,2022-03-11,False,2008-10-02,2009-03-16
4983,Hells,Finished Airing,PG-13 - Teens 13 or older,6.88,140,2022-03-11,False,2008-10-18,
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Finished Airing,R+ - Mild Nudity,7.89,186,2022-03-11,False,2010-01-23,
4991,Wakakusa Monogatari,Finished Airing,G - All Ages,6.07,1,2022-03-11,False,1980-05-03,
4997,Mahoromatic 2 End Year Special,Finished Airing,R+ - Mild Nudity,6.96,3,2022-03-11,False,2002-12-21,
4999,Asu no Yoichi!,Finished Airing,PG-13 - Teens 13 or older,6.73,330,2022-03-11,False,2009-01-09,2009-03-27
5002,Bari Bari Densetsu,Finished Airing,PG-13 - Teens 13 or older,6.34,2,2022-03-11,False,1986-05-10,1986-12-16
5005,Tentai Senshi Sunred,Finished Airing,PG-13 - Teens 13 or older,7.77,197,2022-03-11,False,2008-10-03,2009-03-28
5006,Nagagutsu Sanjuushi,Finished Airing,G - All Ages,6.11,1,2022-03-11,False,1972-03-18,
5013,Juugo Shounen Hyouryuuki,Finished Airing,G - All Ages,5.96,0,2022-03-11,False,1982-08-22,
5014,Sango Shou Densetsu: Aoi Umi no Elfie,Finished Airing,G - All Ages,6.58,0,2022-03-11,False,1986-05-19,
5016,Fluximation,Finished Airing,R+ - Mild Nudity,6.46,1,2022-03-11,False,2005-09-20,
5017,Yume no Kakera,Finished Airing,PG-13 - Teens 13 or older,5.04,0,2022-03-11,False,2006-01-03,
5018,Piroppo,Finished Airing,None,5.49,1,2022-03-11,False,2001-10-11,2002-03-21
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,Finished Airing,PG-13 - Teens 13 or older,6.99,0,2022-03-11,False,2008-07-25,
5020,Zettai Shougeki: Platonic Heart,Finished Airing,R+ - Mild Nudity,4.61,25,2022-03-11,False,2008-10-29,2009-02-25
5022,Toushi Gordian,Finished Airing,G - All Ages,6.27,2,2022-03-11,False,1979-10-07,1981-02-22
5023,Ninpuu Kamui Gaiden,Finished Airing,R - 17+ (violence & profanity),6.55,9,2022-03-11,False,1969-04-06,1969-09-28
5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,Finished Airing,R+ - Mild Nudity,5.22,5,2022-03-11,False,1994-05-24,
5027,Stitch!,Finished Airing,PG - Children,6.07,13,2022-03-11,False,2008-10-08,2009-03-25
5028,Major S5,Finished Airing,PG-13 - Teens 13 or older,8.42,597,2022-03-11,False,2009-01-10,2009-06-27
5029,Major Movie: Yuujou no Winning Shot,Finished Airing,PG-13 - Teens 13 or older,7.99,22,2022-03-11,False,2008-12-13,
5030,Maria†Holic,Finished Airing,PG-13 - Teens 13 or older,7.02,473,2022-03-11,False,2009-01-04,2009-03-22
5031,Cobra The Animation: Time Drive,Finished Airing,R+ - Mild Nudity,6.87,4,2022-03-11,False,2009-04-24,2009-06-26
5032,Cobra The Animation,Finished Airing,R+ - Mild Nudity,7.09,25,2022-03-11,False,2010-01-02,2010-03-27
5034,Shikabane Hime: Kuro,Finished Airing,R - 17+ (violence & profanity),7.29,113,2022-03-11,False,2009-01-01,2009-03-26
5036,Hurricane Live! 2033,Finished Airing,PG-13 - Teens 13 or older,6.59,3,2022-03-11,False,1990-06-27,
5037,Terra e... (TV) Specials,Finished Airing,PG-13 - Teens 13 or older,6.7,2,2022-03-11,False,2007-01-01,2008-01-01
5039,Kurozuka,Finished Airing,R - 17+ (violence & profanity),6.9,285,2022-03-11,False,2008-10-07,2008-12-23
5040,One Outs,Finished Airing,PG-13 - Teens 13 or older,8.34,3630,2022-03-11,False,2008-10-08,2009-04-01
5041,Guin Saga,Finished Airing,PG-13 - Teens 13 or older,7.18,118,2022-03-11,False,2009-04-05,2009-09-27
5042,Kiss x Sis,Finished Airing,R+ - Mild Nudity,6.87,1158,2022-03-11,False,2008-12-22,2015-04-06
5043,Hurricane Live! 2032,Finished Airing,PG-13 - Teens 13 or older,6.71,2,2022-03-11,False,1988-04-24,
5045,"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",Finished Airing,R+ - Mild Nudity,6.82,3,2022-03-11,False,2008-12-22,
5051,Macross XX,Finished Airing,PG-13 - Teens 13 or older,5.36,2,2022-03-11,False,2002-08-25,
5052,Eightman,Finished Airing,PG-13 - Teens 13 or older,5.85,3,2022-03-11,False,1963-11-07,1964-12-24
5053,Ai City,Finished Airing,PG-13 - Teens 13 or older,5.71,13,2022-03-11,False,1986-07-26,
5056,Penguin Musume♥Heart Special,Finished Airing,R+ - Mild Nudity,6.32,0,2022-03-11,False,2008-08-01,
5060,Hetalia Axis Powers,Finished Airing,PG-13 - Teens 13 or older,7.31,4243,2022-03-11,False,2009-01-24,2010-03-05
5065,Detroit Metal City: Birth of the Metal Devil,Finished Airing,R - 17+ (violence & profanity),7.3,16,2022-03-11,False,2008-07-11,
5070,Beast Wars Second Chou Seimeitai Transformers,Finished Airing,PG - Children,6.38,2,2022-03-11,False,1998-04-01,1999-01-27
5071,Croket!,Finished Airing,G - All Ages,6.84,3,2022-03-11,False,2003-04-07,2005-03-27
5072,Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,Finished Airing,PG-13 - Teens 13 or older,6.83,2,2022-03-11,False,2008-09-24,
5074,Tetsuwan Birdy Decode:02,Finished Airing,R - 17+ (violence & profanity),7.73,245,2022-03-11,False,2009-01-10,2009-03-28
5075,Yuusha Keisatsu J-Decker,Finished Airing,G - All Ages,7.32,44,2022-03-11,False,1994-02-05,1995-01-28
5079,Kurokami The Animation,Finished Airing,R - 17+ (violence & profanity),7.15,309,2022-03-11,False,2009-01-09,2009-06-19
5080,Quiz Magic Academy: The Original Animation,Finished Airing,PG-13 - Teens 13 or older,6.09,6,2022-03-11,False,2008-09-12,
5081,Bakemonogatari,Finished Airing,R - 17+ (violence & profanity),8.34,45265,2022-03-11,False,2009-07-03,2010-06-25
5082,Battle Spirits: Shounen Toppa Bashin,Finished Airing,PG - Children,6.37,13,2022-03-11,False,2008-09-07,2009-09-06
5084,Mai Mai Shinko to Sennen no Mahou,Finished Airing,PG - Children,7.21,20,2022-03-11,False,2009-08-15,
5085,Nakedyouth,Finished Airing,R+ - Mild Nudity,5.75,11,2022-03-11,False,2006-01-01,
5088,Fabre-sensei wa Meitantei,Finished Airing,PG - Children,6.16,2,2022-03-11,False,2000-04-11,2000-10-17
5089,Noramimi 2,Finished Airing,None,,0,2022-03-11,False,2008-10-01,2008-12-17
5090,Techno Police 21C,Finished Airing,PG-13 - Teens 13 or older,5.36,0,2022-03-11,False,1982-08-07,
5091,Manga Sarutobi Sasuke,Finished Airing,PG - Children,6.62,5,2022-03-11,False,1979-10-09,1980-04-15
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,Finished Airing,PG - Children,7.4,8,2022-03-11,False,2008-03-08,
5098,Andersen Monogatari,Finished Airing,G - All Ages,5.68,0,2022-03-11,False,1968-03-19,
5104,Andes Shounen Pepero no Bouken,Finished Airing,PG - Children,6.5,2,2022-03-11,False,1975-10-06,1976-03-29
5112,Akikan!,Finished Airing,PG-13 - Teens 13 or older,6.14,121,2022-03-11,False,2009-01-04,2009-03-29
5114,Fullmetal Alchemist: Brotherhood,Finished Airing,R - 17+ (violence & profanity),9.15,196945,2022-03-11,False,2009-04-05,2010-07-04
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,Finished Airing,PG-13 - Teens 13 or older,6.8,10,2022-03-11,False,2008-08-13,
5118,Suzumiya Haruhi-chan no Yuuutsu,Finished Airing,PG-13 - Teens 13 or older,7.47,336,2022-03-11,False,2009-02-14,2009-05-08
5129,Jikuu Boukenki Zentrix,Finished Airing,PG - Children,6.3,6,2022-03-11,False,2003-04-05,2003-09-27
5131,Groizer X,Finished Airing,G - All Ages,6.0,3,2022-03-11,False,1976-07-01,1977-03-31
5132,Let's Nupu Nupu,Finished Airing,R+ - Mild Nudity,6.23,9,2022-03-11,False,1998-10-05,1998-11-02
5133,100-man-nen Chikyuu no Tabi: Bander Book,Finished Airing,R+ - Mild Nudity,5.62,3,2022-03-11,False,1978-08-27,
5136,Flag Director's Edition: Issenman no Kufura no Kiroku,Finished Airing,PG-13 - Teens 13 or older,6.65,1,2022-03-11,False,2007-08-08,
5140,Karaoke Senshi Mike-tarou,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,1994-04-04,1995-03-11
5141,Taishou Yakyuu Musume.,Finished Airing,PG-13 - Teens 13 or older,7.36,35,2022-03-11,False,2009-07-03,2009-09-25
5143,Tokusou Kihei Dorvack,Finished Airing,R+ - Mild Nudity,6.12,1,2022-03-11,False,1983-10-07,1984-07-06
5147,Comic Party Revolution OVA,Finished Airing,PG-13 - Teens 13 or older,6.43,2,2022-03-11,False,2003-12-22,2004-11-26
5150,Hatsukoi Limited.,Finished Airing,PG-13 - Teens 13 or older,7.29,201,2022-03-11,False,2009-04-12,2009-06-28
5151,Mahjong Hishouden: Naki no Ryuu,Finished Airing,PG-13 - Teens 13 or older,5.83,0,2022-03-11,False,1988-05-25,1990-07-27
5152,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Finished Airing,PG-13 - Teens 13 or older,6.85,33,2022-03-11,False,2008-09-21,
5153,Kikou Kai Galient,Finished Airing,PG-13 - Teens 13 or older,6.38,4,2022-03-11,False,1984-10-05,1985-03-29
5155,Genji Monogatari Sennenki,Finished Airing,R+ - Mild Nudity,6.89,17,2022-03-11,False,2009-01-16,2009-03-27
5157,Alexander Senki Movie,Finished Airing,R - 17+ (violence & profanity),5.85,1,2022-03-11,False,2000-10-07,
